번호,데이터고유번호,기관기업고유번호,기술명칭,도시,직위
1052,47851,38308,안전·안심의 메일 시스템의 연구개발,야마나시시,컴퓨터·미디어 공학과 교수 山崎　晴明
1053,47852,38371,카본 나노튜브 필름 전극을 이용한 뇌파의 검출,후쿠이현,전기전자공학과 교수
1054,47860,34915,1회의 결정성장으로 복수의 파장을 발하는 LED를 제조하는 수법,홋카이도 삿포로시,양자 집적 일렉트로닉스 연구센터 교수
1055,47863,31239,범용 마그네슘 합금의 상온 성형성을 비약적으로 높인 신압연 기술,도쿄도 치요다구,사스테나블 마테리얼 연구부문 부연구부문장
1056,47867,38524,스피커의 박형화를 가능하게 하는 기술,야마가타현 덴도시,取締役社長
1057,47875,31239,범용 마그네슘 합금의 상온 성형성을 비약적으로 높인 신압연 기술,도쿄도 치요다구,理事長
1058,47879,31888,1전극으로 광발전과 축전을 실현하는 광축전지 전극의 개발,가고시마시,조교
1059,47880,38539,버섯 균사를 이용한 악취성분 제거방법,가고시마시,조교
1060,47890,37495,강고한 골접착성을 나타내는 아연 수식형 티탄계 임플란트의 개발,아키타시,공학자원학부 환경자원학 연구센터 준교수
1061,47892,37550,관절질환을 비침습적으로 진단하는 뼈의 3차원 운동 해석기술,아키타현 아키타시,의학계연구과 응용의공학계전공 준교수
1062,47893,34717,밀리파에 의한 「기기내 고속 무선전송 기술」,도쿄도 미나토구,會長 兼 CEO
1063,47901,31470,지상디지털 TV방송 수신용의 주파수 신디사이저의 소형화,가와사키시,代表取締役社長
1064,47902,37496,최대 3개의 3상 모터를 제어할 수 있는 32비트 마이크로컴퓨터,도쿄도 치요다구,代表取締役會長
1065,47903,31470,세계 최소의 소비전력을 실현하는 A/D변환기,가와사키시,代表取締役社長
1066,47904,38308,신규 미생물을 이용한 포도병해 방제제의 개발,야마나시현 고우후시,와인과학연구센터 준교수
1067,47905,38555,보는 위치에 응해 3차원 화상이 보이는 자유시점 TV,후쿠시마현 아이즈와카마츠시,컴퓨터이공학부 정보시스템학부문 교수
1068,47906,35493,할로겐 프리의 난소성 무색투명 아라미드 필름 개발,도쿄도 중앙구,代表取締役社長
1069,47907,38555,이용자 코멘트에 의한 웹 사이트의 인기도 추정,후쿠시마현 아이즈와카마츠시,컴퓨터이공학부 정보시스템학부문 준교수
1070,47912,38555,센싱 기능을 자동 대체하는 강건한 무선 센서 네트워크,후쿠시마현 아이즈와카마츠시,컴퓨터이공학부 컴퓨터공학부문 교수
1071,47919,38568,1.8V 단일전원으로 동작하는 「저전압 시리얼 플래쉬 메모리」 개발,군마현 오우라군,代表取締役社長
1072,47920,38555,카메라의 조작성을 격단으로 향상시키는 제어 소프트웨어,후쿠시마현 아이즈와카마츠시,컴퓨터공학부문 상급준교수
1073,47921,38555,다지점 멀티미디어 회의에서의 프라이버시 제어,후쿠시마현 아이즈와카마츠시,컴퓨터이공학부 정보시스템학부문 교수
1074,47922,37496,최대 3개의 3상 모터를 제어할 수 있는 32비트 마이크로컴퓨터,도쿄도 치요다구,代表取締役會長
1075,47923,38308,신규 미생물을 이용한 포도병해 방제제의 개발,야마나시현 고우후시,대학원의학공학종합연구부 와인과학연구센터 준교수
1076,47924,34704,검지거리를 극단으로 높인 자기센서 「HGDFPA006A」발표,동경도 오타구,代表取締役社長
1077,47925,31248,밧데리 구동 포더블 기기에 최적인 저전압 구동 MOSFET,교토시,代表取締役社長
1078,47926,31239,플렉시블 CIGS 태양전지 서브모듈로 세계최고의 광전 변환효율 달성,도쿄도 치요다구,理事長
1079,47927,38697,태양전지 일체형 외벽 시스템의 공동개발,효고현 고베시,代表取締役社長
1080,47928,31666,유엔 IMO 발라스트 水 관리를 위한 여과 처리장치의 기술개발,후쿠오카현 후쿠오카시,공학연구원 해양시스템공학부문 교수
1081,47929,37655,Protoplasts 기능을 고도이용한 유용물질의 환경 저부하형 생산과 탐색,이바라키현 쓰쿠바시,대학원 생명환경과학연구과 생물기능과학 전공 준교수
1082,47930,34717,대형 프로젝터용의 고효율 RGB 레이저광원 모듈,도쿄도 미나토구,會長 兼 CEO
1083,47937,37655,자기 센서를 이용한 고체 고분자형 연료전지 스택 불편 진단을 향한 검토,쓰쿠바시,시스템 정보공학연구과 리스크공학전공 강사
1084,47938,31658,초박형화를 가능하게 한 모바일용 연료전지용 마이크로 펌프,교토부,代表取締役社長
1085,47939,31326,국내 최대용량 550kV의 용수철 조작 가스 절연차단기 개발,도쿄도 치요다구,회장
1086,47945,38260,너트 냉각기구를 갖춘 볼나사 개발,도쿄도 시나가와구,代表執行役社長
1087,47946,32481,플러그를 뽑지 않아도 대기전력을 컷 할 수 있는 스위치,오사카부,代表取締役社長
1088,47947,38736,CIGS 태양전지용 저비용 금속기판 개발,도쿄도 치요다구,代表取締役社長
1089,47948,31416,「식물의 체내시계」에 관여하는 단백질의 생화학적 기능을 발견,사이타마현 와코시,理事長
1090,47949,31600,유전자 스위치와 유전자 회로의 고속·고효율의 기능 선택법,지바시,대학원 공학연구과 공생응용화학 전공 준교수
1091,47950,38756,혼합 방사선장에 대응한 선량계,오사카부 다이토우시,인간환경학부 생활환경학과 교수
1092,47951,38556,클러스터 효과에 근거하는 강한 상호작용을 저해하는 신기술,교토부 교토시,생명의과학부 의생명시스템학과 교수
1093,47952,31239,얇고 가벼운 필름상의 점자 디스플레이,도쿄도 치요다구,이사장
1094,47953,31600,연골 재생을 위한 인공 콜라겐 용액과 스캐폴드,지바현,대학원 의학연구원 정형외과학 강사
1095,47954,31600,사람과 환경을 생각하는 칼라 전자 페이퍼,지바현,대학원 융합과학연구과 정보과학전공 교수
1096,47955,38940,"알데히드, 케톤류 등에 선택적 흡착능을 나타내는 흡착재료를 이용하는 VOCs 제거기술",군마현 마에바시시,환경·에너지 절약계 독립연구원
1097,47956,31245,전자선 가교기술에 의한 바이오 플라스틱의 개질,이바라키현,금속포집·생분해성 고분자연구 그룹 연구부 주간
1098,47957,32141,음료용 자동판매기의 에너지절약 진단 소프트,도쿄도 신주쿠구,대학원 환경·에너지 연구과 준교수
1099,47958,38260,정밀급·중예압 랜덤 매칭품 개발,도쿄도 시나가와구,代表執行役社長
1100,47959,38260,고내식·고경도 스텐레스 ESZ 베어링 개발,도쿄도 시나가와구,代表執行役社長
1101,47960,34923,재료의 흡음특성의 현장측정 수법,오이타시,공학부 복지환경공학과 교수
1102,47961,37531,전석법을 이용한 화합물 반도체 나노 와이어 어레이의 제작,나가사키시,공학부 재료공학과 준교수
1103,47962,37531,금속판상의 초저자세 逆L안테나와 각종 무선통신 시스템에의 응용,나가사키시,공학부 전기전자공학과 교수
1104,47963,34923,광촉매 반응을 이용한 초저 코스트 자외선 측정기,오이타시,공학부 응용화학 기술부 기술직원
1105,47964,37771,차기 배출가스 규제에 대응한 최신의 엔진기술 개발,도쿄도 미나토구,대표이사 사장(겸) CEO
1106,47965,38966,"아이모자이마제(IMOZYMASE), 동물과 인간의 화농성: 염증 치료를 위한 고효율 신 조제약",노보시비르스크,Deputy Director for Science
1107,47966,38966,식물 보호용 신 조제약: 생물 촉진제 및 살충제 (NEW PREPARATIONS FOR PLANT PROTECTION:BIOSTIMULANTS AND PESTICIDES),노보시비르스크,Deputy Director for Innovation
1108,47967,38966,"TERTSIYA, 신 춘파소맥 품종 (TERTSIYA, A NEW SPRING WHEAT CULTIVAR)",노보시비르스크,Deputy Director for Science
1109,47968,38966,하수 정화용 바이오폰드 (BIOPONDS FOR SEWAGE PURIFICATION),노보시비르스크,Deputy Director for Science
1110,47969,38967,"UREALYTICUM, TRICHOMONAS VAGINALIS, NEISSERIA GONORRHOEAE,GARDNERELLA VAGINALIS, CYTOMEGALOVIRUS, HERPES SIMPLEX의 DNA 검사를 위한 폴리메라아제(POLYMERASE) 연쇄반응 진단 체계",노보시비르스크,"Director, Academician"
1111,47970,38968,"폴리하이드록시알카노이드 의학용 신 생체 친화 물질(POLYHYDROXYALKANOATES, NEW BIOCOMPATIBLE MATERIAL FOR MEDICINE)",크라스나야르스크,대표
1112,47971,38969,다단식 이동 세광기(MOBILE MULTISTAGE WASHER),브리야트,대표
1113,47972,38970,무압착 고압 장비 “SPLIT SPHERE”(PRESSLESS HIGH-PRESSURE EQUIPMENT - SPLIT SPHERE),노보시비르스크, 
1114,47975,38971,CASING STRINGS의 전자석 결함 탐지 (ELECTROMAGNETIC FLAW DETECTION IN CASING STRINGS),노보시비르스크,Director
1115,47976,38972,"수활석, 수질 정화용 신 천연 흡수제(BRUCITE AS A NEW NATURAL SORBENT FOR WATER PURIFICATION)",노보시비르스크,Director
1116,47977,38972,비굴착 부설 및 배관과 금속관의 교체를 위한 장비 및 기술 (EQUIPMENT AND TECHNOLOGY FOR TRENCHLESS LAYING AND REPLACEMENT OF PIPELINES AND METAL PIPES),노보시비르스크,Director
1117,47978,38973,수은 가스 분석기 RGA-11M (MERCURY GAS ANALYZER RGA-11M),톰스크,Director
1118,47979,38973,중앙 IR 레이저의 파라메트릭 방사 주파수 전환에 필요한 ZnGeP2 결정(ZnGeP2 CRYSTALS FOR PARAMETRIC RADIATION FREQUENCY CONVERSION OF MIDDLE IR LASERS),톰스크,Director
1119,47980,38973,PHASA 다채널 수직 변위 미터(PHASA Multichannel Vertical Displacement Meter),톰스크,대표
1120,47981,38974,탄광의 가스 유량 관측 및 예측을 위한 자동 적응 시스템(ADAPTIVE AUTOMATED SYSTEM FOR GAS FLOW MONITORING AND PREDICTION IN COAL MINES),케메로보,Director
1121,47982,38974,비표준 역학 장비의 진동 진단 (VIBRATION DIAGNOSTICS OF NONSTANDARD DYNAMIC EQUIPMENT),케메로보,Director
1122,47983,38974,탄광 내 가스 유량의 위험을 줄이기 위한 기술 및 장비(TECHNOLOGY AND EQUIPMENT FOR GAS FLOW RISK MITIGATION AT COAL MINES),케메로보,Director
1123,47984,38976,휴대용 크로마토-매스-분광계 (MOBILE CHROMATO-MASS-SPECTROMETER),노보시비르스크, 
1124,47985,38976,"EKHO-A, 공기를 운반체로 사용하는 휴대용 신속 대응 가스 검출기-분석기(EKHO-A, A PORTABLE FAST-RESPONSE GAS DETECTOR-ANALYZER USING AIR AS A CARRIER GAS)",노보시비르스크, 
1125,47986,38976,"EKHO -EW-FID, 불꽃 이온화 검출기를 갖춘 유기 환경 독성 분석용 신속 반응 가스 크로마토그래프 (EKHO -EW-FID, A FAST-RESPONSE GAS CHROMATOGRAPH WITH FLAME IONIZATION DETECTOR FOR ANALYZING ORGANIC ECOTOXICANTS)",노보시비르스크, 
1126,47988,38977,자동 레이저 기술 종합 설비(AUTOMATED LASER TECHNOLOGICAL COMPLEX),노보시비르스크,총장
1127,47989,38979,오염 물질 배출 제어용 자동화 장치(AUTOMATED STATION FOR POLLUTANT EMISSION CONTROL),노보시비르스크,총장
1128,47990,38977,AT-303 풍동(風洞)(AT-303 WIND TUNNEL),노보시비르스크,총장
1129,47991,38980,핵 연료 재생 공장에서 쓰이는 연료 조립 절삭용 자동화 종합 설비(AUTOMATED COMPLEX FOR CUTTING SPENT FUEL ASSEMBLIES FOR NUCLEAR FUEL REGENERATION PLANTS),노보시비르스크,총장
1130,47992,38981,재료 및 구조 진단용 음향-광학 시스템(ACOUSTIC-OPTICAL SYSTEM FOR DIAGNOSTICS OF MATERIALS AND STRUCTURES),톰스크,총장
1131,47993,38981,마찰 방지용 소결 알루미늄 합금(SINTERED ALUMINUM ALLOY FOR ANTIFRICTION PURPOSES),톰스크,총장
1132,47994,38977,공기 정화용 멀티 디스크 팬 시스템(MULTI-DISK FAN SYSTEM FOR AIR PURIFICATION),노보시비르스크,총장
1133,47995,38982,"M1, M2, M3 유압 해머(M1, M2, AND M3 HYDROHAMMERS)",노보시비르스크,연구소장
1134,47996,38982,폭발 용사(溶射)의 기술 및 장비(TECHNOLOGY AND EQUIPMENT FOR DETONATION SPRAYING),노보시비르스크,총장
1135,47997,38979,유도 광원(INDUCTIVE LIGHT SOURCE),노보시비르스크,총장
1136,47998,38981,"알루미늄, 티타늄, 지르코늄 및 합금들로 만들어진 부분의 세라믹 코팅 침전(DEPOSITION OF CERAMIC COATINGS ON PARTS MADE OF ALUMINUM,",톰스크,총장
1137,47999,38981,"TMICRA, 코팅의 이온 플라스마 침전을 위한 소형 진공 설비(MICRA, A SMALL-SIZE VACUUM INSTALLATION",톰스크,연구소장
1138,48000,38984,화학 합성물 나노파우더에 의한 금속의 물리 기계학적 특성 및 품질의 향상(CHARACTERISTICS AND QUALITY OF METALLIC ARTICLES BY MEANS,Krasnoyarsk,총장
1139,48001,38977,배관 내면 청소용 펄스 에어 기술(PULSED AIR TECHNOLOGY CLEANING THE INTERNAL SURFACE OF PIPELINES),노보시비르스크,연구소장
1140,48002,38979,"TRITON, 초음파 유량계-계수기(TRITON, AN ULTRASONIC FLOWMETER-COUNTER)",노보시비르스크,연구소장
1141,48003,38985,기술 정보 수집 및 처리를 위한 네트워크 제어기(NETWORK CONTROLLER FOR COLLECTING),노보시비르스크,연구소장
1142,48004,38981,형상 기억 효과를 갖는 TiNi(티타늄-니켈) 합금(TiNi ALLOYS WITH THE SHAPE MEMORY EFFECT),톰스크,연구소장
1143,48005,38986,슬라이딩 버팀 장치에서의 열 마찰 진단법(HEAT FRICTION DIAGNOSTICS IN SLIDING SUPPORTS),Yakutsk,연구소장
1144,48006,38978,"초음파 열 관리기 “TRITON""(ULTRASONIC HEAT CONTROLLER “TRITON"")",노보시비르스크,연구소장
1145,48007,38982,다지기용 공작 기계 및 기술(MACHINE TOOL AND TECHNOLOGY FOR DEEP RAMMING OF SOIL),노보시비르스크,연구소장
1146,48008,38987,원심 타원 제분기(CENTRIFUGAL ELLIPTIC MILLS),Novosibirsk,연구소장
1147,48009,38988,1차 전지용 이산화망간의 γ-변형 (γ-MODIFICATION OF MANGANESE DIOXIDE FOR PRIMARY CELLS),Krasnoyarsk,Chief researcher
1148,48010,38981,코팅 진공 증착용 설비(INSTALLATION FOR VACUUM DEPOSITION OF COATINGS),톰스크,연구소장
1149,48011,38988,액체 방사성 폐기물 조절을 위한 다공성의 세라믹 알루미노 규산염 주형 (POROUS CERAMIC ALUMINOSILICATE MATRICES FOR CONDITIONING OF LIQUID RADIOACTIVE WASTE),Krasnoyarsk,Chief researcher
1150,48012,38977,냉간 기체-동적 분사 기술(TECHNOLOGY OF COLD GAS-DYNAMIC SPRAYING),노보시비르스크,연구소장
1151,48013,38988,골드-베어링 모래 선별을 위한 음파-충격 기술 (ACOUSTIC-SHOCK TECHNOLOGY FOR DRESSING GOLD-BEARING SANDS),Krasnoyarsk,Chief researcher
1152,48014,38986,북부 지방 기술을 위한 탄성중합체 재료 및 실링 유닛(ELASTOMER MATERIALS),야쿠트스크,연구소장
1153,48015,38988,비철 금속 광석 선별용 부유제 (FLOTATION AGENT FOR NONFERROUS METAL ORE DRESSING),Krasnoyarsk,Chief researcher
1154,48016,38989,VNIITU-1 탄소 혈액 흡수제 (VNIITU-1 CARBON HEMOSORBENT),Omsk,"Doctor of Chemistry, professor"
1155,48017,38989,VNIITU -2 탄소 장(腸) 흡수제 (VNIITU -2 CARBON ENTEROSORBENT),Omsk,"Doctor of Chemistry, professor"
1156,48018,38989,KARBOSTIL 침탄제 (KARBOSTIL CARBURIZER),Omsk,"Doctor of Chemistry, professor"
1157,48019,38989,전기 화학 전지용 TERMOKS 277-KhIT 탄소 재료 (TERMOKS 277-KhIT CARBON MATERIAL FOR ELECTROCHEMICAL CELLS),Omsk,"Doctor of Chemistry, professor"
1158,48020,38992,"ALUMINOTYPING, 알루미늄 및 알루미늄 합금에 저항 이미지 제작을 위한 전도 유망한 방법 (ALUMINOTYPING, A PROMISING METHOD FOR PRODUCING RESIST IMAGES ON ALUMINUM AND ITS ALLOYS)",Novosibirsk,"Professor, Dr."
1159,48022,38995,불소 첨가 흑연 휘발성 합성물의 컨테이너 수송 (CONTAINERIZING VOLATILE COMPOUNDS IN FLUORINATED GRAPHIT),Novosibirsk,"Professor, doctor of chemical sciences"
1160,48023,38996,차량 바퀴의 매개 변수 측정을 위한 자동화 진단 시스템(AUTOMATED DIAGNOSTIC SYSTEM),노보시비르스크,연구소장
1161,48024,38996,"레이저 위치 측정 장비 “LABRACON®""(LASER POSITION “LABRACON®”)",노보시비르스크,연구소장
1162,48025,38997,"X 레이 SIBIR-N, 검사 시 극도로 낮은 방사선 간접 촬영(LOW-DOSAGE X-RAY FACILITY SIBIR-N)",노보시비르스크,교수
1163,48026,38998,인체 이식용 이중 초점 인공수정체(iol)(bifocal intraocular lens (iol),Novosibirsk,Professor
1164,48027,38999,출력 180W의 컴퓨터 제어 안정 DC 소스 (Computer-controlled stabilized DC source),Moscow,Academician
1165,48028,38999,크리스탈 IR 섬유 (Crystalline IR fibers),Moscow,Academician
1166,48029,39000,고성능 파장 가변 레이저 시스템(HIGH-POWER TUNABLE LASER SYSTEMS),Novosibirsk,연구소장
1167,48030,39001,“SVIT” 적외선 영상기록기(“SVIT” INFRARED IMAGER),노보시비르스크,연구소장
1168,48031,39002,초기 백내장 탐지용 휴대용 광학섬유 분석기 제조 (detection an early cataract of the eye),Odinzovo, 
1169,48032,38996,소형 X-선 발광 다이아몬드 분리기(SMALL X-RAY LUMINESCENT DIAMOND SEPARATOR),Novosibirsk,연구소장
1170,48033,38997,“SIBSCAN” X-선 제어 시스템(“SIBSCAN” X-RAY CONTROL SYSTEM),노보시비르스크,연구소장
1171,48034,39003,강유전성 크리스탈 LiNbO와 LiTaO의 레귤러 도메인 구조 기반 회절 격자 (Diffraction lattices on the base of regular domain structures in ferroelectric crystals of LiNbO and LiTaO),"Chernogolovka, Moscow Region", 
1172,48035,39000,전력 공학 및 산업 시설의 고온 처리 원격 진단을 위한 하드웨어 및 소프트웨어 시스템,Novosibirsk,연구소장
1173,48036,31116,회절 광학 소재: 제조 및 응용 (diffractive optical elements: fabrication and application),Novosibirsk, 
1174,48037,39004,“ARGUS-23” 야시 조준경(“ARGUS-23” NIGHT VISION SIGHT),노보시비르스크,연구소장
1175,48038,38998,회절 광학 소자 마스크 제조용 불가항력 레이저 기술(RESISTLESS LASER TECHNIQUES),Novosibirsk,연구소장
1176,48040,39006,섬유 단면 반사계(섬유 반사계) (Fiber Endface Reflectometer (Fiber Refractometer),Moscow, 
1177,48042,38994,생화학 조도계 3606m(BIOCHEMILUMINOMETER 3606М),Krasnoyarsk,연구소장
1178,48043,39006,광섬유 레이저 (Fiber lasers),Moscow, 
1179,48044,39006,광섬유 모드 필드 분포 측정 시스템 (MFMS) (Fiber Mode Field Distribution Measurement System (MFMS),Moscow, 
1180,48045,39006,광섬유 퓨즈 (Fiber optic fuse),Moscow, 
1181,48046,39007,“ATMARIL-3” 탑재 광선 레이다(“ATMARIL-3” ON-BOARD LIDAR),Tomsk,연구소장
1182,48047,39006,섬유내 굴절률 격자,Moscow, 
1183,48050,39008,미세기계 가공과 영상에 사용되는 레이저 시스템 (laser systems for micromachining and imaging),Novosibirsk, 
1184,48053,39009,레이저 공학과 장비 개발 (laser technologies and equipment),Novosibirsk, 
1185,48056,39011,"진단 세트 “MULTIHERP”(Diagnostic set “MULTIHERP"")",Moscow,"D.Sci., Professor"
1186,48058,39013,금속 분말 검사용 비젼 시스템 (A Vision System for Metal Powder Inspection),Moscow, 
1187,48063,34578,기본 자기 스테이션 GT-MVS-SB (Base Magnetic Station GT-MVS-SB),Moscow, 
1188,48066,39018,나노 소재 및 파워 서플라이 소자 (Carbon nanomaterials and power supply elements),Moscow, 
1189,48069,32745,강자성 및 유기 광물 흡착제 (Ferromagnetic and Organomineral sorbents),Moscow, 
1190,48072,39020,이식 및 수혈용 면역흡착제 (Immunoadsorbents for transplantations and blood transfusion),Moscow, 
1191,48076,39021,"콜라겐 기반 다공성 소재“Porocoll”(Porous Materials based on Collagen “Porocoll"")",Moscow,Professor
1192,48079,34153,프로그램 마이크로프로세서 모델 테스팅 복합 시스템 (program microprocessor models testing),St.Petersburg, 
1193,48083,34578,다양한 물리값을 위한 반도체 다기능 센서 (Z-sensors) (Semiconductor multifunctional sensors for various physical various physical values (Z-sensors),Moscow,Academician
1194,48195,31171,베어링과 일체화한 고정밀의 자기식 각도센서 개발,오사카부 오사카시,代表取締役社長
1195,48196,34540,소형 초단펄스 레이저와 조정 불필요한 마이크로칩 레이저,시즈오카현,대표이사 회장 겸 사장
1196,48197,34540,가공용 직접 집광형 고출력 반도체 레이저,시즈오카현,대표이사 회장 겸 사장
1197,48198,35497,고기능 폴리카보네이트 수지 개발,도쿄도 치요다구,代表取締役社長
1198,48199,37667,강도가 철강의 2~5배인 폴리프로필렌제 시트 개발,동히로시마시,대학원 종합과학연구과 특임교수
1199,48200,31248,고효율 범용강압 DC/DC 컨버터 모듈 개발,교토시,代表取締役社長
1200,48201,39060,Submarine식 기판가열에 의한 카본 나노튜브 합성법의 개발,구마모토시,대학원 자연과학연구과 마테리얼 공학강좌 준교수
1201,48202,34923,염기성 고체촉매를 이용하는 폐유로부터의 BDF 합성장치의 개발,오이타시,공학부 응용화학과 교수
1202,48203,31416,철계 고온초전도체의 초전도기구 해명에 결정적인 단서,사이다마현 와코시,基幹硏究所 高木磁性硏究室 전임연구원
1203,48204,39060,랩핑과 트라이볼로지의 콜라보레이션이 창출하는 공학·의학에의 공헌,구마모토시,자연과학연구과 산업창조공학전공 첨단기계시스템강좌 교수
1204,48205,34646,선진 운전지원 시스템 「신형 EyeSight」 개발,도쿄도 신주쿠구,代表取締役社長　
1205,48206,34677,FPC/FFC 검사치구용 클립 커넥터,도쿄도,代表取締役會長
1206,48207,34677,공명형 비접촉 전송용 결합기 개발,도쿄도,代表取締役會長
1207,48208,38716,Software Method for Optimization of Protein Production Rates,San Francisco, 
1208,48214,35492,항인플루엔자 바이러스 조성물 및 예방식품의 개발,아오모리현 히로사키시,이사겸 부학장
1209,48215,34932,제지 슬러지의 유용 자원화와 향후의 신전개,고치시,농학부 농학과삼림과학코스 준교수
1210,48216,32410,AV 앰프 등에 최적인 오디오용 스테레오 A/D 컨버터 개발,도쿄도,代表取締役社長
1211,48217,37548,암화하지 않는 골수유래 간세포의 단리법과 재생의료,가나자와시,의약보건연구역 의학계 준교수
1212,48218,34930,빛에 의해서 수축하는 실리카 나노 캅셀,도쿠시마시,아이소토프 종합센터 준교수
1213,48219,34923,협조작업에 있어서 개인 어플리케이션을 그대로 이용 가능하게 하는 범용 미들 웨어,오이타시,공학부 지능정보시스템공학과 준교수
1214,48220,39064,세계 최고레벨의 고출력 전지재료의 개발,도쿄도,代表取締役社長
1215,48223,37547,기능성 함유 불소 유기화합물 합성을 목표로 한 신규 툴의 개발,사가현 사가시,이공학부 기능물질화학과 교수
1216,48229,34960,Imogolite 나노 츄브의 신규 합성방법,에히메현 마쓰야마시,농학부 생물환경보전학 조교
1217,48230,34970,특수 결정면을 가지는 TiO2 나노입자를 이용한 고성능 색소 증감형 태양전지,가가와현 다카마쓰시,공학부 재료창조공학과 교수
1218,48231,37730,TrkA를 표적으로 한 암억제성 신규 진통 펩티드,후쿠이현 후쿠이시,의학부 마취·소생학영역 준교수
1219,48232,34930,근자외선 발광 다이오드를 이용한 살균 시스템,도쿠시마시,대학원 헬스 바이오 사이엔스연구부 예방환경영양학분야 교수
1220,48233,35492,고정화 효소를 이용한 고순도 당쇄 개변법,아오모리현 히로사키시,고도선진의학연구센터 당쇄공학강좌 준교수
1221,48234,34970,자동차 등의 경량화·고충격 흡수재를 위한 포라스 금속 「신 중공금속 구성형체」의 개발,가가와현 다카마쓰시,공학부 지능기계 시스템 공학과 준교수
1222,48235,34923,가정내 직류급전을 실현하기 위한 고강압비·고효율·소형의 전원회로,오이타현 오이타시,공학부 전기전자공학과 조교
1223,48236,39077,고분자막을 이용한 초경량 스피커 개발,도쿄도 세타가야구,소장
1224,48237,37646,세계 최고수준의 밀리파대 수신기용 초저잡음 트랜지스터를 개발,도쿄도,代表取締役會長 兼 社長
1225,48238,31416,"공업재료와 부품, 제품 등의 내부구조를 1μm의 정밀도로 3차원 관찰",사이타마현 와코시,이사장
1226,48240,31245,초전도체에 자기를 주입하여 초전도체를 제어,이바라키현,이사장
1227,61141,60814,기술명칭,도시,직위
1228,63001,34665,SiC 파워 디바이스를 고성능화하는 MOS계면결함의 저감 기술,나라현, 
1229,66261,31302,절연체로부터 열전 발전 ,도호쿠, 
1230,66561,37595,Antigene and antisense based therapies,ISRAEL,"DVM, MSc. DipECVD"
1231,66581,37595,Producing of Crops with High Levels of Specific Carotenoids,ISRAEL, 
1232,66601,37595,Platform for seed manipulation enabling rapid introduction of traits to established plant varieties,ISRAEL, 
1233,66602,37595,Novel Fungal Biocontrol Agent ,ISRAEL, 
1234,66763,37595,Improving Plant Tolerance and Yield Under Stress ,ISRAEL, 
1235,66781,37595,BonTom Lab Molecular Markers Serving Breeders and Seed Producers,ISRAEL, 
1236,66782,37595,Genes for Improving Crop Yield,ISRAEL, 
1237,66867,37595,TOMATO Breeding Information Technology,ISRAEL, 
1238,66868,37595,Non-Invasive Egg Fertility and Gender Identification ,ISRAEL, 
1239,66869,37595,A Novel Fungal-Derived Molecule That Kills Phytophagous Pest Mites,ISRAEL, 
1240,66870,37595,Plant Scent Enhancement,ISRAEL, 
1241,66907,37595,Attenuated Vaccine for Canine Ehrlichiosis ,ISRAEL, 
1242,66908,37595, A High-throughput Screening Method to Select Cultivars with Potential Resistance to Abiotic Stresses ,ISRAEL, 
1243,66909,37595,Synchronous Ripening of tomatoes,ISRAEL, 
1244,66921,37595,Method for Large Scale Mutagenesis and Gene Knockout In Crop Plants ,ISRAEL, 
1245,67201,37595,An Expression Silencing System and Different Uses thereof ,ISRAEL, 
1246,67202,37595,Plants Transformed With a Potato Virus Y Gene,ISRAEL, 
1247,67203,37595,New Fungi to Control Plant Mites and Powdery Mildew,ISRAEL, 
1248,67204,37595,Genetically Controlled Carotenoid Production,ISRAEL, 
1249,67221,37595,Genetically Controlled Carotenoid Production ,ISRAEL, 
1250,67287,37595,Sustained-Release Treatment System for Oral Disorders in Pets ,ISRAEL, 
1251,67288,37595,Drought-Tolerant Trees ,ISRAEL, 
1252,67289,37595,A Method for Generating Plant Variability,ISRAEL, 
1253,67290,37595,Single Dose Oral Antibiotic Formulation for Domestic Animals ,ISRAEL, 
1254,67328,37595,Genetic Markers for Fragance and Flower Longevity Traits In Rose Breeding ,ISRAEL, 
1255,67331,37595,Hydrocolloid Carriers with Filler Material,ISRAEL, 
1256,67421,37595,Enhanced growth of transgenic crop plants,ISRAEL, 
1257,67422,37595,Transgenic Plants with Enhanced Resistance to Plant Pathogens,ISRAEL, 
1258,67423,37595,Enhanced growth of transgenic crop plants,ISRAEL, 
1259,67424,37595,Control of Color and Fragrance in Carnations,ISRAEL, 
1260,67581,37595,Featherless Broilers,ISRAEL, 
1261,67582,37595,In-Ovo Feeding to Support and Accelerate Poultry Growth ,ISRAEL, 
1262,67583,37595,Preventing Photodegradation of Pesticides ,ISRAEL, 
1263,67584,37595,Hydrocolloid Sponges ,ISRAEL, 
1264,67841,37595,Edible Protective Food Coatings,ISRAEL, 
1265,67861,37595,On Chip Tunable Optical Devices,ISRAEL, 
1266,67881,37595,Novel Luminescent Polymers ,ISRAEL, 
1267,67901,37595,Boron Neutron Capture Therapy (BNCT) ,ISRAEL, 
1268,68221,31239,로봇제어 통합 소프트웨어 개발,일본, 
1269,69219,37595,"Ultra Compact, RF Excited Gaseous Lasers ",ISRAEL, 
1270,69220,37595,Method for Ablative Reshaping of Material Surfaces ,ISREAL, 
1271,69221,37595,Fabrication of Robust Electro-Optical Switching Devices,ISRAEL, 
1272,69241,37595,Method for Ablative Reshaping of Material Surfaces ,ISRAEL, 
1273,69261,37595,A Multilevel Micro Optical Bench,ISRAEL, 
